C00131607|1022017|250|4|1000 
C00131607|1312017|350|85|28043 
C00131607|1032017|500|4|2250 
C00131607|1062017|500|2|1000 
C00264689|1252017|2625|2|5250 
C00280222|1122017|250|42|13462 
C00280222|1042017|800|5|97109 
C00377051|1262017|0|1|1000 
C00416693|1302017|234|11|8116 
C00416693|1052017|500|2|1000 
C00455733|1132017|0|1|624 
C00455733|1272017|234|3|468 
C00455733|1202017|375|14|5180 
C00484592|1182017|225|10|3390 
C00484592|1232017|450|2|900 
C00528455|1192017|0|1|15000 
